reason,label
study execution discontinued at this time,4
"imaging results were not sufficient or of good quality; therefore, we will not move further with the project",4
cooperation terminated,4
we change the study protocal,4
the sublimity board of directors carefully evaluated the ia data: the 9.6% treatment remission difference for 75mg bid vs placebo (due to an increase in placebo response rate) was determined not sufficient to continue to fund the study,2
staffing not available,4
due to the fact that we were unable to find subjects who met all inclusion and exclusion criteria it was determined to withdraw this study,1
interim analysis -,4
the long inclusion period meant that the question could not be answered within an appropriate timeframe,1
"due to staffing changes in the hospital, we will be unable to complete this study for the requested 84 subjects. as such, we have decided to close this study",4
"the device prototype was broken and fixed in 2020. the new simplified and miniaturized device will be finished and used on may 1, 2022",4
study not needed,4
principal investigator relocation,4
"the p.i. decided to cancel this study. on 10/08/19, a study closure request was submitted to the irb",4
due to poorer antitumor activity than expected,2
the study is not proceeding at this time,4
anjeso (n1539) nda withdrawn,3
sponsor discontinued the drug,4
strategic development reasons,4
because of technical issues,4
regolatory national agency (aifa) not approved,4
implantable system for remodulin not commercially approved,4
study grant not obtained; not moving forward with study at this time,4
revision to improve cell recovery,4
not approved by ctep,4
study concluded by stanford university,4
interim analysis not showing significant results,2
amgen re-evaluated the portfolio and decided to discontinue clinical development activities for amg 420,4
study halted temporarily to obtain protocol amendment approval but potentially will resume,4
study no longer needed because eligible subjects may receive treatment with cobomarsen in a crossover arm of the solar clinical trial (nct03713320),4
one investigator is out-of-service due to carrying out another task,4
"at the protocol-specified interim analysis, the sponsor decided to stop the trial",4
sponsor and facility unable to reach agreement before study timeline expired,4
the study will not be conducted by dr lubenow,4
lapse of renewal,4
recrutiment dificulties,1
committee request,4
change of circumstances with commercial partner,4
technological barriers are affecting the participant response experience,4
pi passed away. ending grant and closing down lab,4
never got medical equipment that worked properly,4
axsome has conducted a review of the ongoing ist program and are unable to continue supporting this study,4
the study design was changed and this clinical trial will not be conducted,4
insufficient resources to complete study as planned,4
"device feasibility study, not clinical trial",4
the study was stopped prematurely because the total number of analyzable patients for the primary objective to be included was reached,2
due to less number of participants willing to participate,1
modification of clinical development plan,4
the trial was terminated early folpooring strategic review after emergence of nonclinical data with a non-glaxosmithkline asset,4
there is no one to transfer to study to and no one interested in this research study. i am taking 8 months off from being a physician so the study needs to be closed,4
the available study medication reached expiry (logistics),4
sponsor decided not to pursue the study,4
further product development is needed prior to clinical study testing,4
we need to make significant adjustments to proposed drug and its delivery method,4
inadequate fna samples (poor cell counts),1
principle investigator is leaving institution,4
no further use of the divice at our department,4
admisnitrative issues,4
"new design was developed to better fit company strategy, a new study has replaced 5413541trd3011 study",4
study had to be terminated for poor dimer and inability to produce more at this time,4
study is merged with contessa study,4
study was closed with irb on 10/22/22,4
discontinued agu development program,4
withdrawing study from prs-this is not an actual clinical trial,4
poor resource at clinical site,1
"per ctep, martha khrum this study is withdrawn. changing status to update ct.gov",4
"the trend in lps treatment tends to increase the dosage of progesterone in fet-hrt, this study was designed 5 years ago",4
"study plan was changed, this project would not be in progress",4
cancelled,4
"the study no longer fits our strategic goals. the preliminary results of fluid have led to an improved version of the current device. we believe it is necessary to initiate a new study, with the improved version of the device",4
feasibility of the clinical trial could not be confirmed at the different sites,1
altered research priorities,4
issue with project feasibility,1
pi no longer at the institution; departmental permission to deactivate study,4
"we implemented aims 1 and 2, but did not have a sufficient sample size to carry out the clinical trial portion",1
pharmaceutical company decided to close study,4
"81 patients included, difficult inclusion and full inclusion would not change the results",1
"never started, was replaced by nct04150601",4
analysis of cell phenotypes was not possible,4
ind approval from fda was rejected and irb approval was never granted,4
decision made by dsmb to terminate study in april 2023,4
"the mmrf has learned of the limitations of using a blood sample to collect genomic data, compared to a bone marrow aspirate. we decided that our resources are best served in other areas at this time",4
biib092 program discontinued,4
no charts were reviewed. this study never started,4
it was not possible to acquire the medical device,4
interim analysis showed primary outcome was not going to be achieved,2
"ctp of lares has been out of the expire date, we are trying rws pathway for the indication expend",4
organizational issues,4
this record should not have been created for this study. it is under another sponsor's account,4
inability to apply technology (loss of technology),4
this study was terminated 182 days after initial dosing,4
study was not feasible as designed to alpoor for appropriate completion,1
funds have not been received,4
provider of drug decided to discontinue study,4
phase 2 study results,2
study was suspended due to ipl344 shortage and may resume once drug supply is available. survival folpoor-up is still ongoing folpooring participants' consent,4
"on 23 january 2020, the sponsor announced that the united states (us) food and drug administration (fda) had issued a clinical hold in the us of the polar program",4
application of arrays was inconsistent,4
completed study with fewer participants than expected,1
"study withdrawn, trial therapy deemed no longer novel and there was a poor site interest",4
ossm-001 will not be used in this clinical program,4
"limited time between the beginning and the end of the inclusions, only 7 high level rowers available within the time compatible with research realization",1
the corona virus pandemic_uk national lockdown,4
suspension of the study upon the decision of the notified body,4
the sponsor voluntarily terminated the study,4
pi departure; service discontinued study,4
stopped for internal decisions,4
planned to execute the new oral okn-007 clinical trial with modified study plan soon. this study not proceeding and sites never opened,4
"original clinical trials form had error, but cannot be deleted at this stage",4
suspended temporarily due to staff changes,4
study was suspended due to ipl344 shortage and may resume once drug supply is available,4
did not initiate study intervention,4
the study was terminated by the sponsor prior to any participants receiving the investigational product,4
interruption of financial support,4
"this study was terminated in accordance to protocol section 4.4, based on the overall risk-benefit profile observed to date",3
poor feasibility for completion of the trial within a reasonable time frame,1
after interim analysis decided not to move forward with continuing the trial,2
contract terminated between aifa and the sponsor (university of ferrara),4
study terminated as ce marks of the devices used have not been renewed,4
decision of the principal investigator,4
adverse effect,3
staffing challenges,1
"poor compliance with cbt, and challenges with the cbt provider. previous participants will be considered the pilot phase",1
original device is now discontinued; we are changing the study device shortly,4
deployment site not obtained in 5 patients with endoscopic screening and intent-to-treat. no devices implanted and no aes through 30days,1
this study was a doctorate thesis and student changed the subject of her thesis,4
study was moved to another location with involvement of different researchers,4
the sponsor determined that one study (pro-010) was sufficient,4
interim data analysis indicated too many variables prevented the ability to drawn conclusive evidence the devices affected falls,4
subject changed,1
"due to the adjustment and change of the sponsor's r&d strategy, we now plan to voluntarily terminate this clinical trial",4
new data from another study show that a positive result is unlikely,2
incorrect entry,4
this study was not approved by the ethics committee,4
resident physician decided not to proceed with study,4
the study was terminated as we plan to start a competing study sponsored through va csp,4
"the study was prematurely discontinued, the application utilized with the fitbit is no longer being supported",4
the sponsor determined at one study (pro-010) was sufficient,4
changes in the r&d strategy,4
increased sae occurrence per pi,3
tikun olam has not received approval from the national committee to conduct research,4
the part on mrs could not be completed,4
idmc recommendations,4
collected data showed significant difference in two groups,4
significantly increased incidence of primary endpoint in the fio2 60% group,3
the study was never started by the responsible party (medical student who is no longer at the institution),4
manufacturer will not be supporting this study,4
attending surgeon on the project is moving to a different facility,4
overall benefit-risk profile did not support continuation of the study,3
new us guidelines,4
no approval by ca,4
will re-open at another time,4
"folpooring an interim data review, further investment in nevanimibe has been discontinued",2
this study was discontinued due to an interim analysis which indicated that ralmitaront was unlikely to meet its primary endpoint,2
the company that supported the technology (volumetric laser endomicroscopy) is no longer operational due to the pandemic,4
difficulty in performing study,4
the certification of cell-based treatment in the settings need to be updated,4
results showing no effect,2
combined with nct03266107,4
"did not move forward with irb approval, competing study",4
financial difficulities,4
no partipants,1
on hold due to the pandemic,4
"subjects had a high dropout rate. of 61 consented, 24 did not participate. reasons: surgical cancellations; changing procedure type after consent; and staffing issues. the dropout rate of 39% was considered a barrier to publication",1
study on hold for an undetermined time,4
sponsor on campus training restrictions,4
the sponsor can no longer financially support the trial,4
"in june 2021, the us fda approved expanded use of the recell system for treatment of acute full-thickness thermal burns in patients 1-month of age and older (removing the prior limitation of use in patients younger than 18 years of age)",4
does not meet criteria for clinical trial,4
investigator is gone,4
novartis is no longer pursuing this study because of planned investigation of novel car-t therapies in this patient population,4
poor effect,2
pending equipment repair,4
corporate strategic consideration,4
strategic decision to progress stroke disability programme through regional partnerships,4
unavailability of the investigational device,4
same information will be collected in upcoming ide trial,4
sponsor bankruptcy,4
waiting the new batch of investigational product,4
investigational medical device is no longer available,4
trial terminated due to internal review of clinical data in context of indication under investigation,3
recommendation from an independent data monitoring committee (dmc) and accepted by astrazeneca,4
due tot he pandemic we decided to terminate this project,4
"the landscape of the study area changed, making it impossible to continue the study",4
"the study will be withdrawn as the principal investigator, ken batai, left the institution prior to study activation",4
study terminated due to insufficient evidence to support a positive benefit: risk profile in systemic lupus erythematosus patients,2
transferred to different institution,4
primary investigator is leaving host university (etsu),4
none was included,4
the results of leading phase 2 trials did not meet all desired endpoints,2
pi has confirmed there are no results because the samples were degraded,4
takeda suspended financial support. the first phase (observational study) is ongoing,4
virus potency titer of drug product as determined by an improved potency assay was poorer than originally determined by the assay described in the ind,4
"due to changing prostate cancer standard of care, the research question became obsolete as the target population for the study no longer existed. the study is deemed not clinically relevant",4
difficulty getting parents to complete folpoor-up assessments,1
study terminated due to tolerability issues,3
"the trial has been enhanced, a new nct(nct03893799) listing was created",4
unavailability of the medication,4
the interest of potential centers is very limited,4
diagnostic issues,4
"study was stopped after interim analysis for 4 cohorts (hcc, scchn, eoc, and gbm) indicated that the results did not fulfill the preplanned interim analysis criteria to move to phase 2 stage 2 in all 4 cohorts",2
part a of the study was successfully concluded. part b of the study was discontinued in favor of redesigned new studies,4
terminated due to lorcaserin recall,4
no actual dm,4
poor personnel available to complete study,4
intermediate analysis produced strong enough results that full study not needed,4
"pi retired, study never opened",4
subject research),4
there is no fund to support,4
it was determined not to be feasible at our site at this time,4
"technical probelms led to inadequate randomization, and thus the project was terminated",4
mfr of product identified in protocol to measure perfusion after treatment with sponsor device withdrew support from the study. sponsor decided to cancel the investigation due to poor adequate replacement,4
the study design will need to be changed completely becasue of the change of research interest. we have decided to withdraw the study,4
protocol procedure did not adequately meet data needs for the study,4
"we observed reduced intake by the fifth week, so we are shortening the study and simplifying it by using a complete factorial design with four conditions",4
sponsor had determined that the benefit-risk profile of adrabetadex was not favorable and the clinical development program for adrabetadex was discontinued,3
a recent change in treatment landscape may make study futile,4
available clinical data has shown limited anti-tumor activity and reaching target study drug dose levels may not be feasible,2
investigational device is no longer manufactured,4
due to other priorities,4
"this study was terminated early due to poor adequate response, and did not move to the phase ii portion of the study",2
problem of supply of the experimental product (radio tracer),4
it was determined that a study is no longer required because the clinical question posed by the study has been answered through published literature,4
the study was never completed as planned,4
the principal investigator has retired and has not been replaced has retired and a new one has not been identified principal investigator,4
the study had to be stopped because the period of the financial contract was over,4
"due to ocaliva (obeticholic acid) us labeling update, the sponsor decided to terminate the study",4
study discontinued after part a due to sponsor's discretion,4
reb approval lapsed,4
the preliminary findings render it very unlikely that the methodology can be refined further in order to yield more accurate results even if more patients would be included and the study would be continued,4
major changes in manufacturing process and investigational product,4
the study was terminated by the sponsor on 16 november 2021 after a planned review by the independent data monitoring committee,4
due to pi's unavailability,4
study was stopped by the sponsor,4
pursuing an alternative clinical trial,4
pi no longer employed at institution,4
the sponsor has set up a secondary competitive study concerning the same population and whose secondary objectives are the same as those of the epoca study with the same endpoints,4
"local irb recommended ind exemption from fda, study timeline not able to be met",4
production halt of fudr in china,4
"the study was interrupted after a planned interim analysis for the high rate of primary outcomes (7.3%; 95% confidence interval [ci], 4.5-11.2)",2
study was not started at site,4
study end date exceeded and insufficient number of subjects needed for analysis. 11 patients included / 70 theoretical patients,1
grantor withdrew from study,4
deemed not human subjects research,4
"errors in study conception, e.g. sample size calculation",4
irb approval was not obtained for this study,4
ind application did not get approved,4
clinical research currently on hold,4
decision made not to move to phase 2,4
new study to be created,4
ci not pursuing study,4
unable to feasibly complete study,4
"based on the unblinded clinical data, the trial was terminated",2
fda approval not obtained,4
there are two reasons why the study was stopped. one is that the machine to opreate mri was damaged and we could not fix it. the second reason is the main reasearch felpoor has graduated and there is no one else to conitune this project,4
cant obtain imp,4
we had a change in staffing that precluded pursing this project,4
sponsor's commercial decision,4
not enough viable subjects,1
this study's genetic testing laboratory has suspended operations pending discussions with the fda concerning clinical interpretation of pharmacogenomics tests,4
insufficient closure,4
under internal considerations,4
equipment used for metabolic testing is no longer serviced and/or supported by the company. alternative equipment is not available to the research team to continue to conduct the study,4
study was terminated due to a re-prioritization of ongoing studies,4
cov-19 pandemic,4
study team determined that data collected was appropriate for study outcome goals,4
study did not start and is currently on pause,4
other - study agent no longer available,4
•terminated: study halted prematurely and will not resume; participants are no longer being examined or receiving intervention,4
end of agreement between bms and sghl,4
"single-site study, site was unable to participate",4
logisitic problem,4
investigator still working on protocol and not sure when it will be ready,4
expired irb application,4
"the pharmaceutical company decided to close their program evaluating the study agent, marizomib",4
we did not receive the equipment from our subcontractor in a time frame that would alpoor us to complete the study,4
testing supplies unavailable,4
dissertation for student changed,4
production of the medical device was stopped,4
internal resources ended,4
sars-cov2 pandemic,4
the wired carbon monoxide device (used to verify daily smoking abstinence) was discontinued by the manufacturer and replaced with a bluetooth device which initially provided inaccurate readings,4
unable to provide obgyn to assist with study for irb approval,4
technical difficulties for scans on the research mri system,4
problem with mri interpretation,4
to focus resources on other studies,4
irb had concerns about study; terminated,4
sponsor has decided to discontinue development of fezegepras based on initial pharmacokinetic results,4
sponsor is no longer pursuing the study,4
the supporting pharamceutical company elected not to pursue this study at this time,4
the study was terminated during dose escalation after a determination was made that the risk:benefit ratio no longer favored continued evaluation,3
change in personnel leading to inability to conduct study,4
study cancelled by pi,4
decided by the sponsor,4
substantial amendment to be implemented using another device,4
combined study endpoints with ongoing registry (nola/neu_2017_04),4
the study was withdrawn,4
study non feasible folpooring changes in organisation of service,4
"folpooring a strategic evaluation of its iih evolve phase iii clinical trial investigating presendin™, the invex board has made the difficult decision that the continuation of the trial is not viable and therefore the trial has been terminated",4
the design of the magpep trial is no longer in compliance with the current state of science,4
researchers decided to move to another technological platform which will require a new record when that research is ready to launch,4
this record was a placeholder created before trial was conducted. trial is now described in nct03545282,4
according to the available data from the trial，the sponsor determined to terminate this study,4
rss recommendation,4
multicenter failure,4
pl left institution,4
the trial was closed because the sponsor became insolvent,4
fusion announced that it is discontinuing this study as part of a portfolio prioritization and assessment; fusion no longer plans to pursue development of fpi-1966,4
application has been withdrawn,4
pi is retiring,4
unavailable drug in egypt,4
sponsor decided to not pursue study at this time,4
poor level of returning participants year by year,1
"changes to the hifu-surg-fa study protocol, a number of centers have decided not to continue the study, including our national coordinating center",4
study sponsor sold and the new company would not support the study,4
poor psg,1
no sites identified with irb approval,4
"beigene and celgene corporation terminated the parties' global collaboration for the compound, pending the acquisition of celgene by bristol myers squibb",4
necessary upgrades of essential software were not delivered,4
"study activities were not initiated, and we do not plan to initiate them in the future",4
pi voluntarily closed the study. will be reopened as a national cooperative group trial,4
infeasible to conduct at this time,4
change in clinical plan and drug supply,4
investigator leaving the hospital,4
art gallery dissembled- no research goals with new art,4
due to pandemic related constraints,4
the study was completed,4
principal investigator leaving institution,4
"poor intervention uptake, poor substitution of video for home visits, and study sites' decision to expand telehealth use in response to payment changes",1
staffing changes,4
decline of eligible participants,1
"i did not pass the 2018 ministry of science and technology research project subsidy, so i applied for the project to close the case",4
sponsor's convenience,4
the primary hypotheses were unsupported with half of the data collected,2
fda indicated the same study could not be conducted under multiple inds,4
"internal decision, study will be replaced with a larger monotherapy trial",4
work has already been published by other groups,4
the clinical study was canceled by the sponsor due to logistics and programming,4
study sponsor discontinued support,4
failure to identify complete responders since ctdna disappears after radiotherapy in most patients,2
determined that the tumor analysis could not be performed in accordance with the protocol,4
co-development decision,4
change in study personnel,4
interim analysis / resource availability,4
sponsor discontinuing research,4
project suspended whilst intervention is updated,4
sponsor no longer pursuing indication,4
the study will not take place at the university of pittsburgh,4
early terminated,4
per mcw irb,4
departure of principal investigator with no successor,4
"retrospective part completed, prospective part response too poor",1
dropout rate was too high,1
the start of the study took too long and there are already many publications on the subject,4
patients no longer staying overnight in the hospital folpooring this procedure type,1
"data collection could not be completed in time and it has not been possible to continue due to the pandemic. since it is not yet known when the face-to-face classes will resume, we moved on to the data analysis phase with the existing data",4
the study stopped because the company's strategy,4
pilot component of study completed,4
poor supporting staff,4
"study was set-up in 2017, even though the protocol was adjusted, it was not possible to find suitable patients",1
"rrx-001 will be studied under a new global, phase 3 clinical trial",4
vms medical went out of busainess,4
"as a result of termination of development of oxb-102-01, it is no longer possible for sio to either commence or to continue any related clinical trials",4
the swissmedic agency released gilead from this post marketing requirement,4
inability to obtain drugs from supplier,4
"difficulties encountered that were not highlighted in previous studies (traffic situations that made daily life difficult for users, need to rework the system)",4
company bankruptcy,4
study was never launched,4
continuing study was no longer feasible,4
the research equipment was not available for more than a year after the study was submitted. a new trial was being done during delivery of patients that competed with the study,4
unable to get product at this time,4
equipment unavailable,4
break of stock,4
amended and merged with ahead-eu study,4
data collection has halted due to no further assays provided by amnisure,4
after feasibility assessment and due to delays in data receipt study was terminated,4
this premature end of the study is due to the poor human resources and the fact that the forceps used to perform the biopsies for this study have not been marketed since january 2023,4
limited operating room availability,4
no recrutiment started,1
enough information was gathered in order to answer the primary research question,2
emerging evidence made the trial unnecessary,4
there are no fund to support,4
departure of pr mordon from the oncothai unit,4
the program couldn't be implemented,4
the study was never launched,4
irb protocol was terminated,4
higher than expected occurrence of vte (venous thromboembolic event),3
evaluating feasibility,4
there is no commitment from the patient to maintain fasting in both the control and case groups,1
decision of the local healthcare authority,4
program not advancing,4
inadequate resources to complete within the required timeline,4
the project leader has left the institution,4
systematic literature review has been completed,4
current high clinical demands of pi,4
"patient population too poor to reasonably continue study, pandemic had started at time of cessation, further leading to study discontinuation",4
due to difficulty in finalizing the contract,4
intervention is no longer being used,4
terminated after completion of part 1 due to a change in research plan,4
pi closing his lab,4
"after careful review of new data on gsk2245035, glaxosmithkline has decided to cancel this study",4
the qualified and principal investigator has moved institutes. we are in the process for finding a replacement,4
abandoned before opening,4
investigator is no longer interested in moving forward with this study,4
due to the company's development strategy adjustment,4
"recent results from a phase 3 study are expected to change the standard of care for patients with inoperable cca, rendering the release study challenging to complete and potentially inadequate for nda approval",4
"during a piloting phase with our staff, the technology/eye-tracking device did not collect outcomes as expected",4
"problems with the provision of equipment encountered during the study could not be resolved, making it impossible to take the images planned for the main objective of the study",4
study paused while working on logistics,4
due to company strategic decision,4
the laser is currently being worked on,4
"interim analysis of data from open-label part, showed this part of the study met its objectives, therefore decided to discontinue this part. starting the double-blind part is being delayed due to aramchol meglumine being formulated",4
change in surgical practice and chemotherapy treatment by the surgery team,4
there were issues with the technical service provider of the platform isupport-portugal; the platform and its backoffice should be implemented by another service provider. a pilot study was conducted folpooring the protocol of the full trial,4
"the laboratory in which the analyses on nasosinusal polyposis were to be carried out did not want to continue the research on this subject, so it was decided to stop this study prematurely",4
refusal of the ansm,4
study timing,4
one of the investigators is leaving the university,4
personnel resources required to conduct study are no longer available. study was terminated due to poor resources,4
nci approval withdrawn,4
closure of imv operations,4
the trial will be undertaken but the protocol will be substantially revised,4
investigator decided to not go forward with the study,4
inability to close the study in a clinically relevant time frame,4
study was unable to be started due to unavailability of study medication,4
change in availability of investigators/participants,4
logistic and financial reasons,4
fda withdrawal of oxandrin nda and generic andas,4
awaiting next model of the device,4
the study was terminated voluntarily by the sponsor due to changes in clinical development strategy,4
incorporation of ltfu into the main interventional study,4
the key elements of this study were incorporated into another study,4
"the sponsor decided that the ce marking would not be renewed, and therefore there was no longer a need to continue the study as the data was no longer necessary",4
study stopped after a negative result delivred by the cpp for a substancial modification of the protocol,4
couldn't sign the contract,4
12 month folpoor up data not collected due to pandemic disruptions,4
production plan adjustment,4
pi moving to another university--study will not be done at uk; coronavirus pandemic will likely delay start at university of texas at arlington,4
device to be used in study is no longer available,4
personal changes in study team,4
change in clinical practice,4
resources had to be focused on other projects,4
early findings identified the need to update the design of the study device,4
principal investigator condition,4
working on revisions,4
there was not a need to carry out a study in lao any more,4
"we were not able to conduct this study, in fact we opened the participating center and the confinement arrived a few days later. since then, the organization of the students' folpoor-up has changed and made the study as it was thought obsolete",4
irb suspended the study,4
pi will be retiring from the center. research will not continue with a new pi,4
due to difficulties in obtaining consent because of emergency situation,4
temporarily suspended due to pandemic,4
no longer relevant to field,4
terminated by sponsor due to poor interest,4
for strategic and pandemic reasons,4
"the contract of k-haler products had been terminated between mundipharma and provider. therefore, this clinical trial was terminated early",4
the company no longer provided the device,4
exploratory pre-study demonstrated participants unwilling to be randomized to control arm,1
phd student completed primary study. awaiting a new student to take over the project for the secondary objective,4
resubmission planned,4
gsk investigating manufacturing site malfunction and assessing impact; study 209713 early terminated due to risk of potential contamination of study tablets,4
initiated a new randomized trial per discussion with fda,4
ce certificate ended and was not renewed,4
homology medicines has discontinued development of this program,4
interims analysis,4
withdrawn due to a change in therapeutic interventions,4
misregistered to wrong sponsor,4
study cancelled before protocol was implemented,4
the study device became unavailable for use,4
feasibility couldn't be worked out,4
"study terminated early, main goals achieved",4
new heightened internet security at hhc and vvf device no longer compliant with intranet and internet access at hospital,4
equipment issues,4
the trial was discontinued by the sponsor,4
no longer proceeding with application,4
suspended until interim analysis is complete,4
a pilot study was negative,2
stopped due to the formation of injection site skin nodules,3
sponsor stopped due to partner collaboration ending,4
refusal ethics comity,4
this study would not add any new information,4
unavailable to collect study participants,1
all 3 participants receiving intervention in assessment phase developed seromas,3
the researchers were unable to answer the study question by utilizing the insurance claims database,4
a new multisite study was opened in place of this study,4
essential staff for study execution left the institution and no suitable replacement could be found,4
not able to perform intervention in current physical clinic location,4
protocol changed to use subcutaneous rather than intravenous daratumumab,4
sponsor decided to stop the study due to commercial reasons,4
the decision is based on a thorough reassessment of the commercial potential of lixivaptan as a potential best-in-class therapy for patients with autosomal dominant polycystic kidney disease (adpkd),4
waiting for the ethics approval of collaborator affiliation,4
pending fda approval,4
phd student responsible for the study has decided to terminate her education,4
canceled by the sponsor,4
it was stopped folpooring the recommendations of the trial independent dsmb : permanent discontinuation of inclusions (related to a suspected higher number of deaths in the experimental arm),3
the pandemic. collected data will presented as a pilot rct,4
investigational medical device no longer available,4
"based on a review of data conducted by the independent data monitoring committee (idmc), sponsor decided to discontinue this study as the study was unlikely to achieve the primary objective of overall survival",2
sponsor pulled support for one of the study drugs,4
interim analysis shows results opposite of hypothesized,2
study never started due to change in availability of study drug,4
we terminated this trial and initiated a new one including pertuzumab,4
the project could no longer be implemented effectively and with fidelity,4
company changed strategic direction in oct 2019,4
principal investigator is transitioning to a new faculty position at another institution,4
the sponsor chose to terminate this study for commercial reasons,4
quest diagnostics terminated study early - did not want to continue to support single-site study,4
clinical trial was cancelled,4
"we are closing this study as our clinical partners have all relocate from osu and we could not find continued interest. however, we demonstrated the feasibility of this imaging approach on which we also filed a patent",4
alteration of study required,4
the sponsor no longer wishes to pursue the methods outlined in the protocol,4
pandemic halt,4
it was decided to not run the japanese cohorts in the study,4
poor regulatory approval,4
the development of bermekimab in immunology is stopped,4
ethical and governance issues not resolved,4
study never started and is delayed until further notice,4
unable to achieve adequate number of hcv+ donor offers,1
miscommunication with the cro that was hired to help with the regulatory submission process,4
"a study start is currently not foreseeable for organizational reasons. due to the delays, research has also been focused on new compounds, which has reduced the interest in the potential results of the above-mentioned clinical trial",4
this study was suspended by qtultrasound as other studies were reprioritized,4
lead investigator no longer with institution,4
study withdrawn by supporter,4
evidence of liver injury in a separate inarigavir study,3
intervention services were suspended and then unavailable,4
no clear benefit of gb1275 was observed either as monotherapy or in combination with pembrolizumab,2
study not going forward at this time,4
"due to study design limitations, this study has been discontinued and will not proceed with the 2nd cohort as contemplated in the original protocol",4
recent studies suggest an increase in mortality due to high-does vitamin c,3
access to human body samples by another existing cohort,4
stafit acetabular system not ce marked anymore,4
poor responce,2
funder requested termination due to halting internal development of tak-659,4
study was updated and issued a new nct number,4
"interim analysis showed positive results, it was difficult to include patients and also the fact that the grant for this project has ended, we have decided to complete the study before we had included the total number of 16 patients",1
study stopped due to company strategic prioritization,4
the study is no longer required based on nonclinical drug data,4
the project was to be led by midwives but the director of the school of midwives opposed it at the last moment,4
study will be redesigned,4
combination arm delevelped significant poor prognosis,2
change of circumstances for ci/pi,4
the standard of care had changed during our wait for the program letter of agreement between phoenix children's hospital and banner to administering iv glucose in the newborn nursery so we weren't able to meet our objective,1
main clinician cancelled collaboration for personal reasons,4
changes in pipeline,4
study was never initiated; rather the duration of open-label study c602 (nct03714373) was extended,1
supplements expired,4
study delayed indefinetly,4
irb approval expired on 3/16/2022. study would need to be reapproved by the irb with a new submission given the duration of expiration,4
because of researcher foreign training,4
the study never started. it was withdrawn from the irb,4
tthe study is in the approval phase by local regulatory authorities,4
end,1
new investigational devices are currently under development,4
"study treatment is to use ts-1 (mono-chemotherapy agent) in adjuvant setting for pancreatic cancer, which may be less clinical benefit compared to combination therapy according to current trend at investigators' discretion",2
the study was withdrawn due to a change in company strategy,4
the study was withdrawn as lesinurad was withdrawn from the market in europe by the market authorization holder. hence the commitment to do this pass was removed by the european medicines agency,4
research at the university of chicago was halted in march 2020,4
study part one completed,4
sponsor has determined that information it would have collected would not inform future development of a therapy with axa 1957 for nafld,4
changed the direction and aims of the study,4
this clinical trial was entered in error. please refer to the correct entry of this study using the folpooring link: https://clinicaltrials.gov/ct2/show/nct04519684,4
unable to complete intervention due to logistics,4
intervention and and final data collection point was not completed due to coronavirus school closures in march 2020,4
poor apparent benefits,2
investigator not available,4
"satisfactory results, in terms of both clinical and statistical, were achieved",4
pi resigned from faculty position and k23 award was terminated early,4
on temporary hold for internal review,4
study never approved by irb or initiated,4
cancelled study,4
investigator did not move forward with the project due to costs,4
the bio-samples are corrupted for technical reasons,4
withdraw of financial support by industry collaborator,4
strategic corporate decision,4
investigator decided to close study,4
research staff leading project left institute,4
logistics requirements,4
new study initiated,4
sponsor ceasing operations,4
change sponsor,4
"patients were selected but their very condition and the resulting comorbidities did not alpoor their inclusion. in addition, the health crisis prevented any bariatric operation of this complexity for an indefinite period",1
"on 3/4/2020 a federal judge ruled the hmp work requirement unlawful, thereby ending it and suspending implementation of this rct. this is not an irb suspension",4
all required data are already collected,4
"terminated on the basis of the currently uncertain risk-benefit balance for the patients, and the strategic position of the development program",3
the development of bdtx-189 was discontinued by the sponsor,4
the study was withdrawn folpooring a strategic portfolio re-prioritization,4
due to unexpected sudden death on study,3
due to current political circumstances in study site area,4
protocol changed substantially enough to warrant a separate submission,4
no longer conducting this retrospective research,4
one of the drugs for the study is not commercially available,4
logistical constraints,4
study replaced with a new study,4
the company decided to interrupt the development of the drug in all oncological indications,4
principal investigator dr. thomas barbour passed away,4
irb recommended change to registry study or quality improvement project status,4
the possibility of obtaining histological data is too poor due to the poor availability of biological samples,4
collected enough data to support the endpoints,4
the project has ended prior to beginning,4
terminated due to unfavorable risk-benefit ratio of investigational regimen,4
this is a retrospective study reviewing subject questionnaires. no treatments will be administered in this study,4
not in line with company's recently updated clinical development strategy,4
organisational set up,4
poor recrutement rate,1
interaction term analysis result was not significant and thus comparative effectiveness for primary and secondary outcomes could not be considered per protocol,4
study stopped due to product discontinuation by manufacturer,4
only the 1 month folpoor-up was completed. the principal investigator could not complete the 3 month folpoor-up appointments and was not calibrated with other dentists who were available at the time,4
the device (heartware) was recalled and discontinued by the fda,4
pi departure from the institution,4
due to changes in the sponsor's research strategy,4
study not progressing,4
working on complying with the research ethics board requirements,4
protocol is being modified,4
logistical reasons (research staff),4
coordinator departure,4
"the study has not started, the device is not ready so the study will be delayed",4
change in sponsor strategy,4
principal investigator is not longer at this institution,4
poor sufficient staff to conduct the study,1
grant support was withdrawn from amgen pharmaceuticals,4
the care4today® ibd dashboard for hcps and the patient app will be deactivated indefinitely and will no longer be available for use,4
sufficient data has been obtained to meet current objectives,4
limited value as a single-arm study,4
study was not initiated it was decided to cancel this study,4
institution decision,4
unable to identify enough practices and clinicians to participate in the study,1
department of corrections unable to support study at this time and find agreement on publication issue,4
corona pandemic,4
study team unable to start up study at this time,4
we reached the number of participants required,1
fda didn't approve the design of the protocol so we didn't start the study,4
